,id,score
0,10Q33N2SzVfDUhZISlW-gmQPNWsU8Qoh6l0DYdcCeehM,0.12051756041390554
0,1Ks-QUH2uocq1lb9cXwJNDzfR6SreRRKjbte3n-TpAVI,-0.11861501525088056
0,1fOAyw0R0asMjwP9GywtuD_J8rfGBU_O8QMNlv-vI8vU,-0.23168884383307564
0,1BrSUT-bUKTheXNBsIbx2me3sNaucbFJoPHE0RAkfXx0,0.17063657289896256
0,1CDTDo72teIEfBTpg6ZRh0_lp7XxelpHUeveSaAH1LWU,-0.08406183923163063
0,11wNb9p2yzjfKo6Lg0oa5ijyp2ZAiTbkVv9wwTCb1Bzg,-0.32691816488901776
0,1FCm-neHYi_KhFenAM5_uYDR1t5aB6Ik96iGbNTkyEy4,-0.26465509086847305
0,11vmV_0XysXSfv0jLzny8Koa54g_eWWZrJRkMwwZdOeA,-0.9955200850963593
0,1QBB2pR6hIjcKs0nr4WN-Jf_dasPNvDJ_rwDOJ9KWUYI,-0.3988014698028565
0,1a4sMpqT0KVIF8pdVNmu-iHqmUtSVfoJzxQe5TOnHEfw,-0.2471264685903277
0,1Ds02PZrftI_uTluBEHMXRZ9ETrxoZmo1HijpgmFCpaU,-0.03823581337928772
0,1T-vyiFyKRv3GG2x5z3fwKdkVyssflx-XI9fEyISNINg,0.996312379837036
0,15AP3YiZ20cNEgh7pG0z8We2hN2Jdwz9kqI3Rw-SAPe0,-0.005529978445598057
0,1Fm3-pQ1Ibq1dXbm56nYl_cAYbpAz673NDFhDZjODF7U,-0.4124127280327581
0,1U6kPhIuXHr7SW31t1dgNB3LL8k3f1QLC2y0i2JezjHU,-0.20433596123096556
0,106tCGKdVEcWIF8Ba9WAwjCK8BenVtd3wzoyD1VgMmis,-0.20567693964379727
0,100xJ6waZ1Qty250HaRm_0SkjfoqqmzrwQ34rCEqPdAc,-0.1176766169832108
0,1BWmyhr4F0nlFpraxceK8MgA3f6JIykprCmziiq0XrAs,-0.2831976937281119
0,12IZ80rRhmVVTZ37iNT1jx0-yB6RM1b95nu-Iw3ctDPM,-0.04385072330258928
0,1ycIp-XM5Cf5KsJ_fEQVvB0l8q_qTdRhHT3b1q02Dmrw,0.5187849998474121
0,1JeAWlGRO-vVw-Dw6z7RKrDVUaWNp7rhremsKb6Dnf1o,0.996312379837036
0,1-Ts9_8KWzMG6BvogAR8bqHBYSfBZEadWoMVDScOpiJ4,-0.0035962253003507046
0,1_dMOi1MN9n0P-18XVcUZsyV8r4sU8NmjMHM9aWQamrg,-0.12876193821430207
0,1DeTbjgwN8joA3Vqka8w8j5L_jtnmgbxUfpDQKU-CPxQ,-0.2568028179215796
0,1P_m85sl8qoVEI_4FEi0dctWGe7LsaJmlG6qpI9gfu48,-0.05969448196582305
0,1D5QIAEPMhsBDNs2mhQGScyxLVbYwa-XGASbdqkzEwow,0.5788000226020813
0,1-b9zYoFQ-WnmuPM7s-lhFVP52b9O-al-fwlNcLWQg8s,-0.16857283455984934
0,10ctnsG2Dnser5UKpbbsvJbwcyRpO7uzy20k85tPacPA,-0.18856224219004314
0,174Oo8TJgLMLpZQLfFoWWUaFdINw95PwkzpgJeXI1ODs,0.02463528088160924
0,1V5Bs0mOKj5aXl0W4SZTAnzT0zzXqF6JPwP32ZoBQu2k,0.2155523316280262
0,14lSwZ8KfTF-YFu6XchD4CmyFpHVi0F6VPdnb6fUL1f8,-0.006134092807769775
0,1SalS_ZDdvEFhxMwnElkpdzosits6njJtleyoQt_2BNc,-0.04305737981429466
0,18taWurGT7Nwo1_MHGB24nexa_OM-ChqfR1fzQ4RNk30,-0.3793464362621307
0,1mmsgsP3gsxFvRvpwN9rMQj4EKfSYi3ihrP_FEyFoyFM,0.996312379837036
